artist,id,lyrics_owner_id,primary_artist_id,primary_artist_name,song_art_image_thumbnail_url,title,url,pageviews,lyrics
Trippie Redd,3005836,1550945,1086436,Trippie Redd,https://images.genius.com/7da384a665a80a1339d4ed1dde03c9f2.300x300x1.png,Love Scars,https://genius.com/Trippie-redd-love-scars-lyrics,1280268,"Love Scars Lyrics[Intro]
Ayy
Lil 14, yeah

[Verse 1]
You used to say you in love
I used to say that shit back
Takin' that shit from the heart
Now look where the fuck where we at
Girl, you got me just going out bad
Love scars and you got me real sad
Thinkin' that you had a past
I was hoping that shit was gon' last, oh

[Chorus]
Shawty, I just want your love for a minute
I be captain, baby, you can be lieutenant
Swear I lose my mind every time that I'm in it
You won't get a dime, nah, no, not mine

[Verse 2]
Spinach, spinach, I been here for a minute, minute, ayy
Playin' games with me, shawty, this is not no scrimmage, scrimmage
Swear that I did it, did it, I do it, I does this, I does it, ayy
Shout out my bloody, my whoadie, lil' nigga, and shout out my bousins, woah
I swear I'm bloodied up B's, never throwin' up C's, ayy
These niggas is disgusting, something like the disease
Your bitch pussy nasty as fuck, she got a little bit of yeast, huh
Gettin' all the money, count it up, countin' all my green, woah-ayy
Girl, you got me going out bad
Girl, you got me real sad
Devil in me make me mad
You used to say you in love, yeah, hey
Shawty, you so fucked up
You used to say you in love
You got me so fucked up
Shawty, I don't need you anyway
I just sit back in my Balenciagas, sippin' that lemonade
Mixin' it with Hennessy
Dominating any enemy136Embed"
Trippie Redd,3323370,2962216,1086436,Trippie Redd,https://images.genius.com/4880b9e192ea87175dff09c6524b1ab7.300x300x1.png,Dark Knight Dummo,https://genius.com/Trippie-redd-dark-knight-dummo-lyrics,904155,"Dark Knight Dummo Lyrics[Intro: Trippie Redd]
Oh my God (Honorable C.N.O.T.E), oh my God
Yeah, haha
Big 14, know what the fuck goin' on
Ayy

[Pre-Chorus: Trippie Redd]
Hold up, take a moment, count my guap, count my guap
All these racks bomin' in, they bomin' in, hold up, ayy
Count my guap, count my guap
Cannot stop comin' in, comin' in

[Chorus: Trippie Redd]
Pulled up in a drop-top, she drop dead
I pulled up in a drop-top, she drop dead
My diamonds dancin', hopscotch, they holdin' hands
My diamonds dancin', hopscotch, they holdin' hands, yeah

[Verse 1: Trippie Redd]
Hold up, I don't know what planet I'm on (Don't know, don't know)
I'm the king, lil' bitch, watch the throne (Watch the throne)
I feel like Voldo, I'll chop off your arms (Off your arms, yeah), yeah
Steady causin' havoc, yeah (Causin' havoc)
Bitch, I'm ballin' hard just like a Maverick (Yeah)
Money stretch long, lil' bitch, like elastic (Yeah)
Now that bitch steady callin' me Mr. Fantastic, yeah, ayy
Know I keep a ratchet (A ratch')
If you play, boy, I'll turn your ass to ashes (Ah), yeah
Automatic, doo-doo-doo-doo, bitch, I'm blastin' (Doo-doo-doo-doo), yeah, ooh
Put you in a casket (Yeah, yeah, yeah)
Money sit long, it's elastic
I don't know what planet I'm on (I'm on Mars)
I'm the king, lil' bitch, watch the throne (Chop your arms, yeah)
I feel like Voldo, I'll chop off your arms (Watch the throne), yeah
[Pre-Chorus: Trippie Redd & Travis Scott]
Hold up, take a moment, count my guap, count my guap (Yeah)
All these racks bomin' in, they bomin' in (It's lit), hold up, ayy
Count my guap, count my guap (Straight up)
Cannot stop comin' in, comin' in (Yeah, yeah)

[Chorus: Trippie Redd & Travis Scott]
Pulled up in a drop-top, she drop dead (Alright)
I pulled up in a drop-top, she drop dead (Yeah)
My diamonds dancin', hopscotch, they holdin' hands (Yeah)
My diamonds dancin', hopscotch, they holdin' hands, yeah

[Verse 2: Travis Scott & Trippie Redd]
Astroworld's my planet, my home (Yeah)
Car's too hot, the fume's too strong (Yeah, yeah, it's lit)
Mixed this cup for way too long (Yeah, yeah, alright)
Add it up, don't subtract it (Yeah, yeah), yeah
Pour this eighth with me and let's get blasted (Yeah, yeah, straight up)
Lambo' drive like a dragon (Ooh, skrrt, skrrt)
Can't fall asleep at night 'cause they attackin', yeah
I hop in the coupe, go insane (Fast)
I disappear, go David Blaine
We don't do the same (No)
I feed all my bitches the 'caine (White)
I double cup to drown the pain (Drank)
Light the octane (Yeah-yeah, yeah, yeah, gas)
I'ma put six in the Lambo' and jet to the plane (Skrrt, skrrt)
Move for this chain with your elbow, I hope you got aim
Don't need no more stains or get hot like my name (La Flame)
Yeah, hide out in the trees with the bumblebees, please say the name three times
We gon' pop up on you like I'm Bloody Mary, man
[Pre-Chorus: Trippie Redd]
Hold up, take a moment, count my guap, count my guap
All these racks bomin' in, they bomin' in, hold up, ayy
Count my guap, count my guap
Cannot stop comin' in, comin' in

[Chorus: Trippie Redd]
Pulled up in a drop-top, she drop dead
I pulled up in a drop-top, she drop dead
My diamonds dancin', hopscotch, they holdin' hands
My diamonds dancin', hopscotch, they holdin' hands, yeah96Embed"
Trippie Redd,3704741,3308817,1086436,Trippie Redd,https://images.genius.com/c4c17857b9706c57adf306a5bc75c790.300x300x1.png,I Kill People,https://genius.com/Trippie-redd-i-kill-people-lyrics,636992,"I Kill People Lyrics[Intro: Tadoe]
Ayy, what's poppin'?
You know how the fuck we bleed, man
We get money and kill people, man (OZ on the beat, yeah)
You hear me, man?
We don't rap beef, man
We slide, man, we drill people, man
Bummin' like the bummas do, in traffic with a gun or two, man
I only speak facts and count racks, man, and send packs, man
Let's get it

[Chorus: Trippie Redd]
Ayy, ayy, ayy
Shawty know I kill people, real people
From the trenches where it's real lethal, tote real regals
Big body, what's your build, boy? Ill boy
Nigga need to find his chill, boy, yeah
Shawty know I kill people, real people
From the trenches where it's real lethal, tote real regals
Big body, what's your build, boy? Ill boy
Nigga need to find his chill, boy
Foenem tweaking, we gon' show his ass for real, boy, huh, yeah

[Post-Chorus: Trippie Redd]
Foenem tweaking, I'ma bust him up, yeah
Foenem tweaking, I'ma bust him up (Ayy)
Foenem tweaking, I'ma bust him up
[Verse 1: Tadoe]
Totin' somethin' illegal
Hit your block with them guys, hop out, kill people
Got a Glock .45 and it's real lethal (Let's get it)
Bitch, you know we fry, we really kill people (Bang-bang)
Bitch, I'm with the gang, we catch a body gang (Gang-gang)
Bitch, we gangbang off in the lobby, man (Bang)
Catch a nigga lackin', it's a hobby, man
Pop him in the noggin, leave him sloppy, man
Hit your block, we gon' swerve shit (Skrrt-skrrt)
In the trap, I'm posted with the birds, bitch (Skrrt-skrrt)
I don't rap beef, what's the words, bitch? (Huh?)
Niggas sneak dissin', let me hurt 'em (Bang-bang)

[Chorus: Trippie Redd]
Ayy, ayy, ayy
Shawty know I kill people, real people
From the trenches where it's real lethal, tote real regals
Big body, what's your build, boy? Ill boy
Nigga need to find his chill, boy, yeah
Shawty know I kill people, real people
From the trenches where it's real lethal, tote real regals
Big body, what's your build, boy? Ill boy
Nigga need to find his chill, boy
Foenem tweaking, we gon' show his ass for real, boy, huh, yeah
[Post-Chorus: Trippie Redd]
Foenem tweaking, I'ma bust him up, yeah
Foenem tweaking, I'ma bust him up (Ayy)
Foenem tweaking, I'ma bust him up

[Verse 2: Chief Keef]
Everyone same side for lil' bro, Ice Age all on my throat
How I ball, you think I went pro, I'm in the hood, Brisco
She show me her thong, Sisqó, she's hot and ready to go
I'm hungrier than a hippo, aim that thing high and get low
Got a new scope and it got zoom, and I'm in that yoom
Baby, I know you smell that fume
Just get down, you hear that boom
In the back of the 'Bach, and this bitch got room
Magazine got colored shells, half green, half blue
Smoking on that cook', someone bring me a pot
All these diamonds, I don't get hot
Young nigga really from them blocks
Ayy, pussy, here we come, if you ready or not
I'm on probation but I tote Glocks
Walk through court smellin' like pot

[Chorus: Trippie Redd]
Ayy, ayy, ayy
Shawty know I kill people, real people
From the trenches where it's real lethal, tote real regals
Big body, what's your build, boy? Ill boy
Nigga need to find his chill, boy, yeah
Shawty know I kill people, real people
From the trenches where it's real lethal, tote real regals
Big body, what's your build, boy? Ill boy
Nigga need to find his chill, boy
Foenem tweaking, we gon' show his ass for real, boy, huh, yeah
[Post-Chorus: Trippie Redd]
Foenem tweaking, I'ma bust him up, yeah
Foenem tweaking, I'ma bust him up (Ayy)
Foenem tweaking, I'ma bust him up38Embed"
Trippie Redd,4055977,4592661,1086436,Trippie Redd,https://images.genius.com/30a435ef0992c68aa1d4cc3aafe93f21.300x300x1.png,1400 / 999 Freestyle,https://genius.com/Trippie-redd-1400-999-freestyle-lyrics,579812,"1400 / 999 Freestyle Lyrics[Intro: Juice WRLD]
Uh
Lyft on a bitch, finna walk when they sniffin' a brick
I fucked that bitch in the back with the Burberry on
I fucked that bitch in the back with the Burberry on
Yeah

[Chorus: Juice WRLD]
I fucked that bitch in the back with the Burberry on, uh, yeah
And 'til this day, that lil' bitch know all my songs
My choppa like Kid N Play, put a bullet hole in your afro, aw
Walk in the bank, I'm laughing, aw
These niggas square like Madison, oh
I ball out like Madison, oh
Fourth-quarter shawty, shoot up your party
I'm a different man when I'm off of the molly
Used to take five Xans to the face in the morning
Now I take Percs, my stomach turnin'
Stopped taking Percs, my stomach burnin'
May take a half when I hit it from the back
I'ma beat the shit up like Ike-y Turner
Check that bitch like she got Nike on her

[Verse 1: Juice WRLD]
Look at my wrist, it dance
Look at your bitch, she dance too
Look at me, I'm the man
Percocets, don't do Xans, boo
Run up on me, I blam
I got my head on my ham, ooh
Run up on me, I blam
I got my hand on my hammer
You swipe like a credit card scammer
Bad bitch, yeah, I know she a scammer
Fucked the bitch, then I'm out of the jammer
Dunk on a bitch, NBA, I'm jammin'
Bad bitch from the back, I'm crammin'
Her pussy like wonderland
Gold on her body like Wonder Woman
Fly in that bitch, I'm Wonder Man
[Verse 2: Trippie Redd]
Slick back, lil' bitch, like a perm
She on the dick, do the worm
Can't take the dick, she gon' squirt
Fuckin' that bitch 'til she hurt
Usin' a condom, won't burn
I'm in this 'Rari, I swerve
Smokin' on all of this herb
I feel like I'm leavin' Earth
I keep a .30, no Perc
Boom, boom, boom
Blow a bitch down, it's gon' hurt
All that bullshit for the birds
Kick that shit right to the curb
I keep that drink like a clerk
Dealin' with pain, I deserve
Two times that 33 third
.223's and they berserk
I get that check on the first
I get that check on the second
And I get that check on the third
Beefin' with me, get you murked
Lookin' for me, better search
I just been givin' them hell
My brother whippin' them bales
He do that shit by his self
I did this shit by myself
256, that's a deal
Swerving in this 'Rari and this bitch is all black, yeah
Hanging with them plugs, talking down and you get zapped, yeah
All that bullshit that they talkin' is big cap, yeah
I'm talkin' real shit, that trill shit, no cap, yeah
Real rap, yeah, had to bring it back, yeah
1400, 800, nigga, them big facts, yeah
[Chorus: Juice WRLD]
I fucked that bitch in the back with the Burberry on, uh, yeah
And 'til this day, that lil' bitch know all my songs
My choppa like Kid N Play, put a bullet hole in your afro, aw
Walk in the bank, I'm laughing, aw
These niggas square like Madison, oh
I ball out like Madison, oh
Fourth-quarter shawty, shoot up your party
I'm a different man when I'm off of the molly
Used to take five Xans to the face in the morning
Now I take Percs, my stomach turnin'
Stopped taking Percs, my stomach burnin'
May take a half when I hit it from the back
I'ma beat the shit up like Ike-y Turner
Check that bitch like she got Nike on her54Embed"
Trippie Redd,3959932,5390307,1086436,Trippie Redd,https://images.genius.com/3996e9e437dccf1e71fd5dd75ae80970.300x300x1.png,Topanga,https://genius.com/Trippie-redd-topanga-lyrics,564644,"Topanga Lyrics[Intro: Maurette Brown & Trippie Redd]
DJ on the beat so it's a banger
(It ain't over, it ain't over)
(It ain't over, it ain't over)
(But the Impossible)
Yeah

[Pre-Chorus]
Don't talk to strangers
Since a youngin', I've been totin' bangers
I might take that lil' bitch to Topanga
I said, ""Stop, little bitch, you in danger""
Yeah-eah, you in danger
I might take your lil' ass to Topanga
Just don't move like no motherfuckin' stranger
Know I tote bangers, boom-boom-boom-boom
Stop, you in danger

[Chorus]
I can take you to Topanga
Open my hand like Jesus and save ya
Know I'm known to tote bangers
Said, ""Boom-boom-boom, you in danger""
Stop that now, you in danger
Stop right now, you in danger
Stop that now, you in danger
Stop right now, you in danger, yeah
[Verse]
Bitch, I ain't goin' for nothin'
Got this choppa on me, that I'm bustin'
If you run out on me, then I'm gunnin'
Hit you in your stomach, we tote 'em in public
I said, ""We tote in public"", we tote them bitches in public
Run out on me, then, bitch, well I'm gunnin'
Drop down on a fuck ass nigga, nigga, yeah
We don't click with you bitch, nigga, yeah
Pull up with the choppa, he get hit, nigga, yeah
Get off a nigga dick, nigga, yeah
Big 14, TR66, nigga, yeah
You been caught up in the mix, nigga, yeah
Got it lit in this bitch like a Bic, nigga, yeah
Keep a Draco with some fuckin' kick, nigga, yeah
Boom-boom-boom-boom
Ain't talkin 'bout shit, nigga, yeah

[Pre-Chorus]
Don't talk to strangers
Since a youngin' I've been totin' bangers
I might take that lil' bitch to Topanga
I said, ""Stop, little bitch, you in danger""
Yeah-eah, you in danger
I might take your lil' ass to Topanga
Just don't move like no motherfuckin' stranger
Know I tote bangers, boom-boom-boom-boom
Stop, you in danger
[Chorus]
I can take you to Topanga
Open my hands like Jesus and save ya
Know I'm known to tote bangers
Said, ""Boo-boo-boom, you in danger""
Stop that now, you in danger
Stop right now, you in danger
Stop that now, you in danger
Stop right now, you in danger, yeah92Embed"
Trippie Redd,3400425,4777773,1086436,Trippie Redd,https://images.genius.com/862dcd7eb8f08acd6279f600b3b20cdd.300x300x1.png,Taking a Walk,https://genius.com/Trippie-redd-taking-a-walk-lyrics,521347,"Taking a Walk Lyrics[Intro]
Scott Storch
Ooh

[Chorus]
So they think I wanna die, yeah
'Cause my doors are suicide, yeah
Bet my coffin would be nice, yeah
Stud that bitch up with some ice, yeah
These people don't want me alive, no
They wanna play games with my life, oh
The coupe doors are suicide, oh
The coupe doors are suicide, oh-ah

[Verse]
Said I hope you got my note, bitch
Ayy, I left it on the suicide door, bitch
Yeah, and you left it on the floor, bitch
Ayy, rule number one, never trust no bitch
Get this green then smoke this green, gotta stay potent
Pussy nigga talking shit but he ain't know shit
Chicken noodle ass nigga, man, you boneless
Yeah, I keep my ratchet, boy, you pole-less

[Bridge]
Way, throwing bands tonight
Throwing bands tonight, shawty throwing bands tonight
Throwing bands tonight
Huh (Bands tonight), ooh (Ooh)
[Chorus]
So they think I wanna die, yeah
'Cause my doors are suicide, yeah
Bet my coffin would be nice, yeah
Stud that bitch up with some ice, yeah
These people don't want me alive, no
They wanna play games with my life, oh
The coupe doors are suicide, oh
The coupe doors are suicide, oh-ah50Embed"
Trippie Redd,3088706,54639,1086436,Trippie Redd,https://images.genius.com/b73201c211cd8048ba017241bd6f08dc.300x300x1.png,It Takes Time,https://genius.com/Trippie-redd-it-takes-time-lyrics,493175,"It Takes Time Lyrics[Intro]
Cuz, I'ma keep it G real, I don't fuck with you, cuz
You disrespecting me, you disrespecting my hood
By telling me take off my flag, asking me how gangster I was, nigga
You lucky on that day I was acting cool, cuz
I told you I ain't got time for that, but nigga
Today I got time, cuz

[Pre-Chorus]
Yeah, you know time is of the essence
Yeah, I tried, lil' baby
Put your feelings to the side, lil' baby
You got too much pride, lil' baby
I ain't have time yesterday
But today I got time, lil' baby
'Cause you've been up on my mind, lil' baby
I really think you mines, lil' baby
Hope you shine, lil' baby
But this shit takes time, lil' baby
This shit takes time, lil' baby, yeah

[Chorus]
You know time is of the essence
Girl, you gotta be patient, you gotta be patient
Time is of the essence
Girl, you gotta be patient, you gotta be patient
Time is of the essence, you know time is of the essence
Yeah, you gotta be patient, time is of the essence
Girl, you gotta be patient, you gotta be patient
[Verse 1]
Don't got time for a ho
I'm on the grind, lil' ho
Sippin' wine, lil' ho
Yeah I'm doing all these shows
Blowing dough with some hoes
Got some good Act' to pour
Yeah, murder what she wrote
And you know I took her soul
I always take her soul, yeah
Love scars, woah
Baby, love scars, woah
Baby, hurt to the bone, yeah, hurt to the bone
I got your bitch hitting my phone
She want the dick on the low
Yeah, I thought you should know
I said I thought you should know
Run my whole fucking hood like a pope
Yeah, murder what she wrote
I said murder what she wrote
'Cause you know I took her soul
Yeah, you know I took her soul
You know I took her soul
But I won't be hittin' phones

[Pre-Chorus]
You know time is of the essence
Yeah, I tried, lil' baby
Put your feelings to the side, lil' baby
You got too much pride, lil' baby
I ain't have time yesterday
But today I got time, lil' baby
'Cause you've been up on my mind, lil' baby
I really think you mines, lil' baby
Hope you shine, lil' baby
But this shit takes time, lil' baby
This shit takes time, lil' baby, yeah
[Chorus]
You know time is of the essence
Girl, you gotta be patient, you gotta be patient
Time is of the essence
Girl, you gotta be patient, you gotta be patient
Time is of the essence, you know time is of the essence
Yeah, you gotta be patient, time is of the essence
Girl, you gotta be patient, you gotta be patient

[Verse 2]
Hundred bands on a coupe
Hundred bands on a coupe
And I just lost the roof
Play a bitch like a flute
Yeah, you niggas hella poop
I'm sending shots at your crew
Nigga, pow-pow-pow-pow
Yeah, shoot a bitch down
See me 'round, see me pow
And I'm shooting AK's
SK, RPK, HK
Young nigga, I aim it at your face
To the moon, I'm in space
Yeah, I just bought my mom a new Wraith
Thanking God for a brand new day
And I'm on the road, I'm just thinking 'bout your face, yeah
I'm just thinking 'bout your face
Thinking 'bout your face, I been thinking 'bout your face
[Pre-Chorus]
Yeah, you know time is of the essence
Yeah, I tried, lil' baby
Put your feelings to the side, lil' baby
You got too much pride, lil' baby
I ain't have time yesterday
But today I got time, lil' baby
'Cause you've been up on my mind, lil' baby
I really think you mines, lil' baby
Hope you shine, lil' baby
But this shit takes time, lil' baby
This shit takes time, lil' baby, yeah

[Chorus]
You know time is of the essence
Girl, you gotta be patient, you gotta be patient
Time is of the essence
Girl, you gotta be patient, you gotta be patient
Time is of the essence, you know time is of the essence
Yeah, you gotta be patient, time is of the essence
Girl, you gotta be patient, you gotta be patient

[Outro]
Hundred bands on a coupe
Hundred bands on a coupe
Hundred bands on a coupe
Hundred bands on a coupe
Today I got time, cuz32Embed"
Trippie Redd,3088332,3913977,1086436,Trippie Redd,https://images.genius.com/4c162e678f0d0b8083773a723d495fd4.300x300x1.png,Romeo & Juliet,https://genius.com/Trippie-redd-romeo-and-juliet-lyrics,439526,"Romeo & Juliet Lyrics[Intro]
Love scars, skrrt, yeah
You, a love letter to you
Ayy

[Chorus]
Baby, your love is my medicine
Baby, your love is my medicine
When I'm up, bring me down
Your love is my medicine lil' baby, huh
Your love is my medicine
When I'm up, bring me down, uh
Ooh-ooh
Your love, baby, your love

[Verse]
Hey, your love is so amazing
It's all I want, got a nigga faded
Shawty on fire, and she really blazin'
Flames Armageddon, yelling, ""Jesus save me""
I'ma take her soul if she try to play me
'Cause that's all mine, that's my lil' baby
I'm in all white, like the fucking eighties
Throwing up the Roc', like a nigga Jay-Z

[Bridge]
Ah, don't play me, no, uh
No, don't play me, no, yeah, ayy
No, don't play me, no, yeah
No, don't play me, no
[Chorus]
'Cause your love is my medicine, ayy
Your love is my medicine
When I'm up, bring me down
Your love is my medicine lil' baby, huh
Your love is my medicine
When I'm up, bring me down
Baby, your love is my medicine
Baby, your love is my medicine
When I'm up, bring me down
Your love is my medicine lil' baby, huh
Your love is my medicine
When I'm up, bring me down, uh
Ooh-ooh
Your love, baby, your love

[Outro]
Your love is my medicine
Baby, your love is my medicine
When I'm up, bring me down
Your love is my medicine lil' baby, huh
Your love is my medicine
When I'm up, bring me down, uh
Ooh-ooh
Your love, baby, your love36Embed"
Trippie Redd,4939566,8117646,1086436,Trippie Redd,https://images.genius.com/0dd64d3411672b6f0b54cd453b588b44.300x300x1.png,6 Kiss,https://genius.com/Trippie-redd-6-kiss-lyrics,389465,"6 Kiss Lyrics[Intro: Juice WRLD]
I love Trippie Redd
Oh, oh
Pourin' up fours, mud in my cup
Won't look at the past, it's behind us
Fallin' in a bottomless pit, find us
Life is a purge, sound of the sirens

[Verse 1: Juice WRLD]
Do whatever I want, don't give a fuck, live my life, uh-huh, uh-huh
I got your wife, she my slut, she take nut, uh-huh, uh-huh
And I don't walk shit at all, I'm on the money run
I don't got no opps, they stay inside 'cause they scared of my guns
Your bitch said she want a real one, I told her, ""Come and find one""
It's funny how you pussy, but you never been inside one
Ayy, these dumb-ass, virgin-ass niggas mad
They run when they see the gun in my hand
Bullets like Twitter, they follow them

[Verse 2: YNW Melly]
Nut, my kids, she swallow them, ooh, yeah, she swallow them
Boy, your chain ain't solid gold
Your jeweler finessed, he hollowed them
These niggas say they wit' it, uh, we gon' Harry Potter him (Pussy bitch)
Make that lil' bitch disappear, got VVS's in my ear
Ooh-ooh-ooh, a chandelier, we shinin' on your bitch
We flick these hoes wanna fuck, 'cause I'm so freaky-deaky and your bitch gon' eat me
You know that we killing these fuck niggas
Hell nah, ain't no throwin' no white flag
Hell nah, pussy boy, we don't buy that
Pussy nigga, pull up on him and bite that, uh
Hundred thirty K on a Cuban link, ayy
Shawty wanna fuck, suck the dick and be my bae, ayy
Chillin' on that couch, fuck your bitch in her mouth
Catch a nigga slippin', put it in his fucking house (Slatt)
[Bridge: YNW Melly]
I ain't with the talkin', I ain't with the talkin'
I ain't with the talkin', put the pussy nigga in a coffin (Oh)
He red, nigga say he bleedin', he red, he red (Oh)
I'm killin' everybody instead (Bah)

[Verse 3: Trippie Redd]
It be so cold up in the summertime (Freezin'), in the summertime (Freezin')
Diamonds on my fingers, baby blue, they look like Megamind (Yeah)
I don't know reality, bitch, I feel like Coraline (Yeah, yeah)
And we from the Northside, pull up, Optimus Prime (Yeah)
I don't wanna miss life (Yeah)
Promise it feel better takin' his life (Takin' his life, yeah)
Yeah, codeine when I piss right (When I piss right)
'Cause we live that fucking triple six life, yeah, that 6 kiss life (Yeah, six, six)
Murder, what it is, murder, what it is, yeah, murder, what it is, uh
I'ma catch a murder in this bitch, that's for certain in this bitch
Like close the burtains in this bitch, uh (Yeah, uh, yeah)
Uh, it's a living Hell (Right) and we live in Hell
From there, live in Hell, from there, I live in Hell, from there, yeah
La-la-la-la, gang, la-la-la-la45Embed"
Trippie Redd,4833299,5748418,1086436,Trippie Redd,https://images.genius.com/0dd64d3411672b6f0b54cd453b588b44.300x300x1.png,Who Needs Love,https://genius.com/Trippie-redd-who-needs-love-lyrics,344179,"Who Needs Love Lyrics[Intro]
Yeah

[Pre-Chorus]
Fuck your love, fuck it, I don't want none of it (Yeah)
Fuck your trust, fuck it, I don't want none of it, no (Yeah)
Fuck you, fuck you, I don't need your love, ho, yeah (Don't need your love, don't need your love)

[Chorus]
Yeah, but who needs love? (Love)
That ain't never changed shit (Yeah)
Still the same, I never changed, bitch (Yeah)
I been roamin' 'round with the same clique
I been rollin' 'round with the gang, bitch
Fuck your squad and who you came with
In a foreign car, I'm switchin' lanes quick
And I'm destined for this fucking greatness, ayy

[Verse]
And I don't got time for a bitch that's gon' slow a nigga like me down (Yeah, yeah)
'Cause I keep on speed racin' to the motherfucking cash, nigga, I'm a fuckin' cash cow, uh
Stuntin' like my motherfucking daddy, bitch (Like my dad)
Spent a hundred on a ring and a Patek wrist (On a Patek wrist, yeah)
And the chopper on my hip is automatic, bitch (Automatic, bitch, yeah)
Get to brrah, I get to blastin' shit (Bah), yeah
Don't fuck with me, don't say that (Don't say that)
That bullshit, shawty, save that (Save that)
I knew shawty since way back
Way back when I was eatin' it up, beatin' it up, ayy (Woo)
Eatin' it up, beatin' it up, ayy (Woo)
Feastin' it up, feastin' it up, ayy (Woo)
Livin' it up, livin' it up, ayy (Yeah)
We did it, yeah, we did it, yeah, ayy (Yeah, yeah)
Still the same though (Alright), still the same ho (Okay), yeah
[Pre-Chorus]
Fuck your love, fuck it, I don't want none of it (Yeah)
Fuck your trust, fuck it, I don't want none of it, no (Yeah)
Fuck you, fuck you, I don't need your love, ho, yeah (Don't need your love, don't need your love)

[Chorus]
Yeah, but who needs love? (Love)
That ain't never changed shit (Yeah)
Still the same, I never changed, bitch (Yeah)
I been roamin' 'round with the same clique
I been rollin' 'round with the gang, bitch
Fuck your squad and who you came with
In a foreign car, I'm switchin' lanes quick
And I'm destined for this fucking greatness, ayy38Embed"
